Keyword,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
andrew breitbart net worth,"People also ask, Knowledge panel",50,57,,1,1,1,0,10,7,3,,https://www.breitbart.com/,,https://www.breitbart.com/,1/15/2024 22:04,4/13/2024 14:51
gavin newsom baseball,"People also ask, Tweet box, Image pack",30,4,,,1,,0,,10,New,,,,https://www.breitbart.com/sports/2024/04/05/california-governor-gavin-newsom-claims-he-played-college-baseball-but-did-he/,,4/6/2024 12:08
breitbart mike slater,Tweet box,20,0,,,1,,0,,8,New,,,,https://www.breitbart.com/podcast/2023/06/26/breitbart-news-daily-podcast-ep-342-the-mike-slater-era-begins-guest-former-acting-ice-director-tom-homan/,,3/29/2024 8:56
conservative news breit,People also ask,20,64,0,2,1,-1,0,1,5,-4,,https://www.breitbart.com/,,https://www.breitbart.com/,1/17/2024 7:21,3/14/2024 8:42
sage steele keith olbermann,"Top stories, Thumbnail, Tweet box, Image pack",40,0,,,1,,0,,9,New,,,,https://www.breitbart.com/sports/2024/04/04/keith-olbermann-blasts-sage-steele-after-she-claims-espn-programmed-her-biden-interview/,,4/5/2024 17:00
carolyn buchanan conjuring,"Discussions, Image pack",40,8,,,1,,0,,9,New,,,,https://www.breitbart.com/entertainment/2013/10/29/conjuring-blu-ray-faith-horror/,,4/13/2024 0:56
rainn wilson tucker carlson,,20,0,,1,1,0,0,6,5,1,,https://www.breitbart.com/entertainment/2023/04/29/the-office-star-rainn-wilson-agrees-on-almost-everything-tucker-carlson-said-in-first-video-since-leaving-fox-news/,,https://www.breitbart.com/entertainment/2023/04/29/the-office-star-rainn-wilson-agrees-on-almost-everything-tucker-carlson-said-in-first-video-since-leaving-fox-news/,1/3/2024 5:37,4/9/2024 9:59
raul mtz lizarraga,Image pack,40,0,0,,1,,0,,10,New,,,,https://www.breitbart.com/border/2017/05/29/24-accused-drug-trafficking-mexican-cartel-ties/,,3/18/2024 10:07
senate sex tape actual video,,20,6,,,1,,0,,6,New,,,,https://www.breitbart.com/politics/2023/12/15/graphic-video-senate-staffer-caught-filming-gay-sex-tape-in-senate-hearing-room/,,4/13/2024 1:07
naked women eating dead deer,,40,1,,,1,,0,,9,New,,,,https://www.breitbart.com/local/2023/06/06/video-nearly-naked-witches-reportedly-seen-eating-dead-deer-it-freaked-us-out/,,4/13/2024 23:46
best 9mm under $500,"People also ask, Thumbnail, Discussions",30,0,,,1,,0,,9,New,,,,https://www.breitbart.com/2nd-amendment/2023/03/10/self-defense-budget-five-9mm-pistols-under-500/,,4/19/2024 23:43
berkeley neglected government to million with,"People also ask, Image pack",30,2,,,1,,0,,7,New,,,,https://www.breitbart.com/tech/2023/05/22/report-uc-berkeley-failed-to-disclose-240-million-deal-with-china/,,4/14/2024 2:01
jimmy garoppolo porn magazine,People also ask,30,1,,,1,,0,,7,New,,,,https://www.breitbart.com/sports/2018/07/19/49ers-quarterback-jimmy-garoppolo-seen-on-date-with-porn-star-kiara-mia/,,4/9/2024 22:44
dylan mulshaney,"Thumbnail, People also ask, Image pack",30,12,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2024/02/01/right-leaning-comedian-shane-gillis-slammed-by-fans-for-partnering-with-woke-bud-light-you-sold-out/,,4/6/2024 11:59
rise of the pink ladies woke,People also ask,30,8,,1,1,0,0,8,8,,,https://www.breitbart.com/entertainment/2023/06/23/woke-grease-rise-of-the-pink-ladies-canceled-after-one-season-will-be-removed-from-paramount/,,https://www.breitbart.com/entertainment/2023/06/23/woke-grease-rise-of-the-pink-ladies-canceled-after-one-season-will-be-removed-from-paramount/,1/2/2024 15:08,3/22/2024 19:00
taylor swift chiefs nude ai,,40,4,,,1,,0,,9,New,,,,https://www.breitbart.com/entertainment/2024/01/25/fans-outraged-over-ai-generated-sexually-graphic-taylor-swift-images/,,4/4/2024 5:48
fuck utah nails,,30,0,,2,1,0,0,7,8,-1,,https://www.breitbart.com/sports/2023/01/03/video-espn-host-knocks-usc-quarterback-who-painted-fck-utah-on-fingernails/,,https://www.breitbart.com/sports/2023/01/03/video-espn-host-knocks-usc-quarterback-who-painted-fck-utah-on-fingernails/,1/6/2024 11:42,4/16/2024 16:07
rio bravo news,"People also ask, Image pack",30,0,,,1,,0,,10,New,,,,https://www.breitbart.com/tag/rio-bravo/,,4/16/2024 0:36
did turning red flop,"Featured snippet, Thumbnail, People also ask, Image pack",50,6,,,1,,0,,10,New,,,,https://www.breitbart.com/entertainment/2024/02/12/nolte-another-week-another-disney-theatrical-flop-with-turning-red/,,4/22/2024 11:09
fr brian graebe accused,"People also ask, Image pack",30,0,,,1,,0,,7,New,,,,https://www.breitbart.com/faith/2022/07/29/moral-theologian-joins-bishop-in-rebuking-father-james-martin-over-holy-communion-stand/,,4/19/2024 22:55
ada twist gay wedding,People also ask,30,4,,1,1,0,0,8,7,1,,https://www.breitbart.com/entertainment/2023/12/24/obama-produced-netflix-cartoon-ada-twist-scientist-shows-children-planning-and-attending-gay-wedding/,,https://www.breitbart.com/entertainment/2023/12/24/obama-produced-netflix-cartoon-ada-twist-scientist-shows-children-planning-and-attending-gay-wedding/,1/3/2024 12:49,3/25/2024 15:53
nicholas colacone,,30,0,,0,1,1,0,12,8,4,,https://www.breitbart.com/border/2015/07/26/ri-white-supremacist-felon-arrested-with-guns-and-explosives/,,https://www.breitbart.com/border/2015/07/26/ri-white-supremacist-felon-arrested-with-guns-and-explosives/,1/4/2024 19:34,4/8/2024 20:14
"president trump joe biden, barack obama threw delphi workers 'to the wolves' in auto bailout",,20,5,,,1,,0,,6,New,,,,https://www.breitbart.com/politics/2020/10/25/trump-joe-biden-obama-threw-delphi-workers-wolves-auto-bailout/,,4/15/2024 19:26
tej gill navy seal,Image pack,60,0,,,1,,0,,7,New,,,Image pack,https://www.breitbart.com/radio/2016/06/28/former-navy-seal-tej-gill-hillary-clinton-killed-my-friends/,,4/7/2024 18:34
oliver anthony 40k a day,"Featured snippet, People also ask",30,0,,,1,,0,,8,New,,,,https://www.breitbart.com/entertainment/2023/08/23/country-singer-oliver-anthony-reportedly-earning-40k-a-day-from-rich-men-north-of-richmond/,,4/16/2024 3:01
tera dahl married,Image pack,30,0,,,1,,0,,8,New,,,,https://www.breitbart.com/author/tera-dahl/,,3/29/2024 9:53
lally weymouth net worth,"Image pack, People also ask",30,6,,,1,,0,,10,New,,,,https://www.breitbart.com/politics/2023/07/28/photos-joe-manchin-parties-with-billionaires-mansion-washington-post-heiress/,,3/31/2024 2:56
stacy drageset,"Thumbnail, Image pack, Knowledge panel",50,0,,,1,,0,,3,New,,,Image pack,https://www.breitbart.com/sports/2023/12/14/university-of-washington-gives-one-of-only-12-female-volleyball-scholarships-to-trans-athlete/,,4/15/2024 3:52
"disney rise up, sing out controversy","People also ask, Image pack",10,2,,1,1,0,0,4,3,1,,https://www.breitbart.com/entertainment/2022/02/10/disney-jr-show-rise-up-sing-out-teaches-children-microaggressions/,,https://www.breitbart.com/entertainment/2022/02/10/disney-jr-show-rise-up-sing-out-teaches-children-microaggressions/,1/11/2024 2:53,4/18/2024 10:21
sissyfag,,20,1,,,1,,0,,6,New,,,,https://www.breitbart.com/politics/2015/11/05/luke-montgomery-director-racist-fck-anti-trump-campaign-thing-potty-mouthed-kids/,,3/30/2024 8:18
jenna decristo uc davis,Image pack,40,13,,,1,,0,,9,New,,,,https://www.breitbart.com/education/2023/10/21/transgender-university-of-california-davis-professor-threatens-zionist-journalists-and-children/,,3/30/2024 7:24
breitbart black crime,,20,41,,5,1,-4,0,2,3,-1,,https://www.breitbart.com/tag/african-american/,,https://www.breitbart.com/tag/african-american/,1/8/2024 22:30,4/16/2024 16:37
rachel zegler crying,Thumbnail,50,0,,,1,,0,,10,New,,,,https://www.breitbart.com/entertainment/2023/08/18/rachel-zeglers-tearful-confession-goes-viral-amid-growing-backlash-against-snow-white-comments/,,4/13/2024 1:48
berkeley neglected to million deal with,Featured snippet,20,0,,,1,,0,,7,New,,,,https://www.breitbart.com/tech/2023/05/22/report-uc-berkeley-failed-to-disclose-240-million-deal-with-china/,,4/5/2024 16:53
disney upskirt videos,,20,1,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2023/04/23/ex-disney-world-employee-admits-taking-hundreds-upskirt-videos/,,3/29/2024 1:33
electric bus san francisco crash,,20,9,,,1,,0,,7,New,,,,https://www.breitbart.com/tech/2023/11/07/100-electric-google-bus-loses-power-smashes-into-multiple-cars-on-san-francisco-street/,,3/30/2024 12:05
matthew barasch dr.phil,Image pack,20,0,0,2,1,-1,0,5,7,-2,,https://www.breitbart.com/entertainment/2015/01/09/dr-phil-sued-by-former-guest-who-says-show-made-him-appear-delusional/,,https://www.breitbart.com/entertainment/2015/01/09/dr-phil-sued-by-former-guest-who-says-show-made-him-appear-delusional/,1/3/2024 8:33,3/2/2024 12:22
maria childers paducah ky,"Thumbnail, Image pack",20,11,,,1,,0,,6,New,,,,https://www.breitbart.com/crime/2024/02/10/court-docs-trans-kentucky-daycare-worker-avoids-prison-time-sexually-abusing-baby/,,3/30/2024 1:25
ben whedon,"Tweet box, Image pack",20,0,,,1,,0,,6,New,,,,https://www.breitbart.com/author/bwhedon/,,4/21/2024 17:52
taylor swift ai nudes cheifs,Discussions,20,5,,,1,,0,,6,New,,,,https://www.breitbart.com/entertainment/2024/01/25/fans-outraged-over-ai-generated-sexually-graphic-taylor-swift-images/,,3/28/2024 7:31
don shirt,"Image pack, People also ask, Thumbnail, Videos",10,0,,,1,,0,,1,New,,,Image pack,https://store.breitbart.com/products/the-don-t-shirt-black,,4/6/2024 19:43
boys are boys from the beginning,,40,0,,,1,,0,,9,New,,,,https://www.breitbart.com/entertainment/2023/02/02/old-mr-rogers-video-goes-viral-amid-transgender-insanity-boys-are-boys-from-the-beginning/,,4/15/2024 10:12
2 naked women eating deer,,40,3,,,1,,0,,9,New,,,,https://www.breitbart.com/local/2023/06/06/video-nearly-naked-witches-reportedly-seen-eating-dead-deer-it-freaked-us-out/,,4/10/2024 11:55
maya tremillo video,,40,1,,0,1,1,0,13,9,4,,https://www.breitbart.com/crime/2022/05/02/video-teens-charged-in-filmed-attack-on-girl-a-mutual-friend-set-up-police-say/,,https://www.breitbart.com/crime/2022/05/02/video-teens-charged-in-filmed-attack-on-girl-a-mutual-friend-set-up-police-say/,1/6/2024 5:41,4/16/2024 9:14
girl straddled by drag queen,People also ask,50,6,,0,1,1,0,16,10,6,,https://www.breitbart.com/social-justice/2023/03/30/girl-straddled-drag-performer-community-college-event/,,https://www.breitbart.com/social-justice/2023/03/30/girl-straddled-drag-performer-community-college-event/,1/4/2024 7:44,4/5/2024 22:25
"chrystal frost, 35",,50,3,,,1,,0,,10,New,,,,https://www.breitbart.com/crime/2023/09/09/police-married-alabama-schoolteacher-had-sex-with-two-teenage-students/,,3/24/2024 15:43
teacher with z cup,"Thumbnail, Image pack, People also ask",150,7,,1,1,0,0,15,4,11,,https://www.breitbart.com/education/2023/09/05/canadian-teacher-ditches-z-cup-breasts-raising-questions-on-if-getup-was-a-hoax/,Image pack,https://www.breitbart.com/education/2023/02/17/trans-teacher-with-z-cup-prosthetic-breasts-dresses-normally-outside-of-school/,1/19/2024 19:02,3/25/2024 17:23
jennifer lopez bent over,People also ask,20,5,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2015/11/09/j-lo-46/,,4/5/2024 2:42
nfl cheerleaders ass,"Image pack, People also ask, Thumbnail",30,0,,1,1,0,0,10,10,,,https://www.breitbart.com/sports/2023/03/01/report-nfl-films-maintained-database-of-cheerleader-butt-chest-and-cleavage-shots/,,https://www.breitbart.com/sports/2023/03/01/report-nfl-films-maintained-database-of-cheerleader-butt-chest-and-cleavage-shots/,1/12/2024 5:00,4/7/2024 1:14
fruit loops bruce jenner,,30,4,0,2,1,-1,0,5,10,-5,,https://www.breitbart.com/entertainment/2016/01/02/watch-un-pc-mummers-parade-mocks-bruce-jenner-critics-call-it-disgusting/,,https://www.breitbart.com/entertainment/2016/01/02/watch-un-pc-mummers-parade-mocks-bruce-jenner-critics-call-it-disgusting/,1/19/2024 10:11,3/16/2024 0:16
tynan sylvester net worth,"People also ask, Tweet box",30,7,,,1,,0,,10,New,,,,https://www.breitbart.com/tech/2016/10/03/games-are-just-systems-rimworld-developer-tynan-sylvester-on-the-measure-of-a-game-by-the-emotion-it-creates/,,4/17/2024 6:05
jacob winkler hondo,"Image pack, Thumbnail",30,0,0,1,1,1,0,12,9,3,,https://www.breitbart.com/border/2015/08/19/texas-pipe-bomb-maker-to-spend-almost-five-years-in-federal-prison/,,https://www.breitbart.com/border/2015/08/19/texas-pipe-bomb-maker-to-spend-almost-five-years-in-federal-prison/,1/9/2024 2:16,3/9/2024 18:20
andrew schulz politics,People also ask,20,0,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2023/04/28/comedian-andrew-schulz-drags-joe-biden-running-again-arent-you-embarrassed-to-be-a-democrat/,,3/30/2024 2:08
carol werner topless,,20,3,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2023/12/27/watch-brazilian-model-caroline-werner-arrested-after-nude-dog-walking-incident/,,4/11/2024 11:55
garth brooks called fans assholes,People also ask,20,6,,,1,,0,,8,New,,,,https://www.breitbart.com/entertainment/2023/06/09/garth-brooks-calls-bud-light-boycotters-aholes-following-transgender-dylan-mulvaney-controversy/,,3/29/2024 17:32
gregg breitbart,"Thumbnail, Image pack",20,0,,,1,,0,,9,New,,,,https://www.breitbart.com/author/gregg-opelka/,,4/15/2024 22:52
facebook adtargeting violates california law court,People also ask,40,12,,,1,,0,,10,New,,,,https://www.breitbart.com/tech/2023/10/11/california-court-facebook-violates-anti-discrimination-laws-by-targeting-ads-by-age-and-gender/,,3/31/2024 6:43
joel b pollak,"Thumbnail, Tweet box, Knowledge panel",20,12,,1,1,0,0,6,7,-1,,https://www.breitbart.com/author/joel-b-pollak/,,https://www.breitbart.com/author/joel-b-pollak/,1/8/2024 0:53,4/17/2024 15:24
josé bernabé brizuela meraz,"Thumbnail, Image pack",10,0,,1,1,0,0,7,4,3,,https://www.breitbart.com/border/2023/01/27/graphic-exclusive-female-mexican-cartel-operative-murdered-after-exposing-her-allies/,,https://www.breitbart.com/border/2023/01/27/graphic-exclusive-female-mexican-cartel-operative-murdered-after-exposing-her-allies/,1/1/2024 10:59,4/16/2024 6:03
thomas d. williams,"Sitelinks, Knowledge panel, People also ask, Videos",30,3,,1,1,0,0,11,9,2,,https://www.breitbart.com/author/thomas-d-williams/,,https://www.breitbart.com/author/thomas-d-williams/,1/6/2024 12:35,3/27/2024 10:59
francis martel,"Thumbnail, Image pack, Knowledge panel",20,0,,1,1,0,0,7,7,,,https://www.breitbart.com/author/frances-martel/,,https://www.breitbart.com/author/frances-martel/,1/14/2024 2:44,4/8/2024 1:38
what was obama's lsat score,"Featured snippet, People also ask, Image pack",20,0,,1,1,0,0,9,7,2,,https://www.breitbart.com/politics/2012/09/20/found-obama-s-lsat-score/,,https://www.breitbart.com/politics/2012/09/20/found-obama-s-lsat-score/,1/10/2024 19:47,4/17/2024 23:08
john harbaugh scripture,"Featured snippet, Thumbnail, People also ask, Image pack",20,3,,,1,,0,,7,New,,,,https://www.breitbart.com/sports/2024/01/20/the-kingdom-belongs-to-you-lord-ravens-john-harbaugh-opens-post-game-presser-by-reading-bible-verse/,,4/20/2024 6:22
soon you will know who i am immigrant,,20,2,,,1,,0,,7,New,,,,https://www.breitbart.com/border/2024/01/23/soon-you-will-know-who-i-am-says-african-migrant-after-crossing-border-into-u-s/,,3/30/2024 11:14
the little mermaid gay porn,,20,1,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2023/06/15/nolte-report-says-disney-hired-gay-porn-star-for-little-mermaid-remake/,,4/7/2024 12:07
mikey greenblatt petition,,20,0,,,1,,0,,7,New,,,,https://www.breitbart.com/politics/2023/11/02/viral-clip-nyers-backtrack-support-hamas-after-hearing-radical-policies/,,4/10/2024 10:32
kamay achiel,"Thumbnail, Image pack",20,0,,,1,,0,,7,New,,,,https://www.breitbart.com/middle-east/2023/10/15/israeli-sailor-kamai-achiel-18-killed-near-border-with-lebanon/,,3/29/2024 4:31
the little mermaid 2023 porn,,30,0,,,1,,0,,9,New,,,,https://www.breitbart.com/entertainment/2023/06/15/nolte-report-says-disney-hired-gay-porn-star-for-little-mermaid-remake/,,3/28/2024 21:24
best full size pistols under $500,"Thumbnail, Sitelinks, People also ask, Image pack",30,2,,,1,,0,,9,New,,,,https://www.breitbart.com/2nd-amendment/2023/03/10/self-defense-budget-five-9mm-pistols-under-500/,,4/14/2024 2:13
chris niemiec nancy mace,Image pack,30,5,,,1,,0,,9,New,,,,https://www.breitbart.com/politics/2023/12/08/mccarthy-ouster-nancy-mace-splits-fiance/,,4/9/2024 13:32
little mermaid gay porn,,20,0,,,1,,0,,9,New,,,,https://www.breitbart.com/entertainment/2023/06/15/nolte-report-says-disney-hired-gay-porn-star-for-little-mermaid-remake/,,4/6/2024 2:43
sexist adtargeting violates california law court,,40,4,,,1,,0,,10,New,,,,https://www.breitbart.com/tech/2023/10/11/california-court-facebook-violates-anti-discrimination-laws-by-targeting-ads-by-age-and-gender/,,4/1/2024 2:19
netanyahu praises trump for 3 peace deals in 6 weeks,People also ask,20,50,,2,1,-1,0,2,6,-4,,https://www.breitbart.com/middle-east/2020/10/25/after-sleepy-joe-call-netanyahu-praises-trump-for-3-peace-deals-in-6-weeks/,,https://www.breitbart.com/middle-east/2020/10/25/after-sleepy-joe-call-netanyahu-praises-trump-for-3-peace-deals-in-6-weeks/,1/2/2024 11:07,4/5/2024 9:31
taylor swift body paint ai,Discussions,30,1,,,1,,0,,9,New,,,,https://www.breitbart.com/entertainment/2024/01/25/fans-outraged-over-ai-generated-sexually-graphic-taylor-swift-images/,,4/9/2024 1:09
ravens coach bible verse,"Featured snippet, Thumbnail, People also ask, Image pack",20,4,,,1,,0,,7,New,,,,https://www.breitbart.com/sports/2024/01/20/the-kingdom-belongs-to-you-lord-ravens-john-harbaugh-opens-post-game-presser-by-reading-bible-verse/,,4/13/2024 1:27
alessandra verni,Thumbnail,20,1,,1,1,0,0,8,7,1,,https://www.breitbart.com/europe/2023/01/27/graphic-content-warning-mother-of-teen-dismembered-by-migrant-drug-dealer-wears-shirt-showing-her-dead-body-to-court/,,https://www.breitbart.com/europe/2023/01/27/graphic-content-warning-mother-of-teen-dismembered-by-migrant-drug-dealer-wears-shirt-showing-her-dead-body-to-court/,1/4/2024 19:36,4/16/2024 12:52
michelle ritter net worth,"People also ask, Image pack",40,12,,2,1,-1,0,8,10,-2,,https://www.breitbart.com/tech/2023/10/26/forbes-married-former-google-boss-eric-schmidt-launched-100-million-company-with-his-girlfriend/,,https://www.breitbart.com/tech/2023/10/26/forbes-married-former-google-boss-eric-schmidt-launched-100-million-company-with-his-girlfriend/,1/16/2024 10:13,4/20/2024 2:56
fake boobs flash,Discussions,20,0,,,1,,0,,8,New,,,,https://www.breitbart.com/politics/2023/06/12/transgender-activist-flashes-fake-breasts-bidens-white-house-pride-event/,,4/13/2024 1:01
upskirt at disney,,20,3,,,1,,0,,8,New,,,,https://www.breitbart.com/entertainment/2023/04/23/ex-disney-world-employee-admits-taking-hundreds-upskirt-videos/,,3/29/2024 14:29
is garth brooks christian,"People also ask, Image pack",20,1,,,1,,0,,7,New,,,,https://www.breitbart.com/entertainment/2023/11/29/trisha-yearwood-garth-brooks-mocked-for-singing-atheist-anthem-imagine-at-devotedly-christian-roselyn-carters-funeral/,,4/20/2024 11:21
